questionType,asin,answerTime,unixTime,question,answerType,answer
open-ended,B007JDMPOK,4-Jan-15,1420358400,"Is it worth buying this when I already am playing for free? I have heard buying this gets you founder's status, but will i have to start over again?",,"No you will not have to start over again, this will just give you all the perks of being a founder with out paying out the nose. here is the financial bits from my previous review of this item. Once you play one character and type, you're going to want to eventually try them all not to mention open your bank slots (as you acquire a lot of stuff fairly quickly). This is what prompted me to buy a copy the game even though is now free to play. By doing the math I found that the EMP (cash shop dollars for the game) to dollar ratio is about 100:1 (100 points for every dollar) a single character slot is 495 EMP or 3960 EMP to unlock all 8, BUT only for one server! That's a little over $39. Then when you add in the cost of expanding your bank slots that's an additional 495 EMP for 1 slot or 1320 EMP for all 3, costing an additional $5-$13. So in the end you would end up paying between $54.45 - $52.80 just for upgrades on ONE server. So that in mind I decided to buy a physical copy, which will give me all 8 character slots & all 4 bank slots in all the servers not to mention 3 pages instead of 1 in the Brokerage (Player's Market), to save myself money in the long run. I also decided to spend an additional $15 and upgrade to the collectors edition simply to get all the nifty extras! The review by Catpsyche really says it all for why I did. But even then I still saved money! Also just some advice, but if you are going to buy something from the EMP shop save yourself money in the long run and always buy permanent!"
yes/no,B007JDMPOK,23-Dec-14,1419321600,Does it actually come with the soundtrack? I've seen some unboxing videos where it doesn't come with the OST.,?,Mine did not come with a soundtrack
open-ended,B007JDMPOK,8-Sep-14,1410159600,Is this for North American Version or EU one? I ordered one in the past and it turned out to be for the EU version of Tera.,,Na
yes/no,B007JDMPOK,24-Jul-14,1406185200,"If I already have Tera on my laptop, can I use the code to get the goodies, and use the disk to install on another PC?",?,"You can install Tera on as many PCs as you like. However, the code of goodies is tied to your online account with which you registered on Tera (eg. Mark@someemail.com). Hope this helps."
yes/no,B007JDMPOK,23-Jul-14,1406098800,Do I have to use the activation code to get the mounts? I was hoping they were seperate codes.,?,"The mounts are included in the activation code. After activation, you can find them in the Item Claim tab on the in-game menu; under account-bound items. All your characters can use them."
open-ended,B007JDMPOK,3-May-14,1399100400,"Is this collectors edition of Tera for the US-Server or the EU-Servers? Afaik, if it is the US-Version it will not work on the EU-Servers.",,"Yes, this is the one for the US server because it's published by En Masse. The EU publisher is Gameforge."
yes/no,B007JDMPOK,28-Apr-14,1398668400,Does this open up more than 2 character slots on a single server?,Y,"yes, it opens all of the available character slots, which I believe are 8 per server. I would suggest reading through the reviews below most of your questions could be answered, as there are a lot of very reliable reviews available. here is mine :http://www.amazon.com/review/R9N8XAQ5U81MC/ref=cm_cr_rdp_perm you'll also save a lot of money in the long run by buying a copy. but what is included in the CE when you enter the code (enter it both forwards then again backwards): The pack comes with: - Founder Title - 8 character slots (including the 2 given to you) - 4 Bank Slots - Tawny Lion - 2 Semi-Enigmatic Scrolls - 2 Emeralds - Lv 15 Necklace (Account Bound) - Lv 40 Necklace (Account Bound) - Warhorse Mount (Account Bound) - Frost Lion Mount (Account Bound)"
yes/no,B007JDMPOK,16-Nov-14,1416124800,"If i buy this, can i use the founder code on an already installed game and an already made account?",Y,Yes
yes/no,B007JM8ULS,14-Apr-14,1397458800,"What does it mean: ""Does not allow Original Xbox game compatibility"".",?,"Friends, I bought this disk. It took me longer to figure out WHERE it when, then to install it. this was my second xbox 360 experience in like 5 years. my other uses have been 4 or 5 years ago. It seems like this system the slim, adds an extra step to the save and load process. to ask you WHERE you want to get the data, your 4 mg internal memory, your NEWly installed hard drive, or the cloud. I think that step interfers with the OLD xbox functionality, so they do not work. They mean the old xbox, NOT the xbox 360. so your 360 games should all work fine, I have tried like 12+ games, and they all worked. But I never tried a xbox game. I am happy with this disk, except for the extra step the slim added. Thank you. Dr. Darrell of michigan."
yes/no,B007JM8ULS,17-Jun-14,1402988400,Can i play Titanfall with this hardrive,?,"It's definitely big enough to store the entire game, if that's what you're asking."
yes/no,B007JM8ULS,27-Jan-15,1422345600,can i play destiny,Y,Yes you can play destiny
open-ended,B007JM8ULS,7-Dec-14,1417939200,what is the difference between this one and the one that cost $41 also made by generic?,,"I can't say, but I CAN say that this drive didn't work and upon asking to return it the company didn't even want it back. Buy a Microsoft drive. They cost more, but they'll work."
open-ended,B007JM8ULS,13-Oct-14,1413183600,does it has to be a xbox slim or does it work with xbox360 e?,,"From what I understand, all ""Slim"" labeled hard drives work just as well on the E systems, since they didn't change anything about hard drives in between the two."
open-ended,B007JM8ULS,1-Jun-14,1401606000,How long is the warranty on this hard drive?,,1year
open-ended,B007JM8ULS,31-May-14,1401519600,"I been using this hard drive for a couple of days, however the Xbox now freezes I pull the hard drive out notice it runs very hot, it is temp problem?",,"hasn't happened to my son.......do you leave the xbox on for long periods? When our computer monitor had heat issues, we bought a small fan that runs whenever the monitor is on and that fixed the overheating problem......"
yes/no,B007JM8ULS,3-Aug-14,1407049200,Will I be able to play my original xbox games on my 360 slim with kinect with this hard drive plugged in?,?,Some games are reverse compatible with a hard drive. Not all original Xbox games are. If the hdd works then yes you should be able to but I would buy it at a game stop location to be on the safe side that way if it does not you can still return it fairly easily.
open-ended,B007LQG9A6,6-Jun-14,1402038000,is this remote fake or really from microsoft?,,Yea this controller is definitely a third party controller. To be honest I bought this because it was cheap but for some reason I kept getting shocked by the controller. Eventually it was unbearable and persistent to the point where I sent it back and just bought a microsoft controller. No complaints since then.
yes/no,B007LQG9A6,8-Jan-14,1389168000,Does it work with Windows 7,?,"I did not use the controller I just returned it, it was not the controller pictured or the controller I ordered! I would not buy from this seller!"
open-ended,B007LQG9A6,3-Jun-14,1401778800,Does This Work With Windows 8 and I would like to know how this product preforms from a actual owner of this product thank you!,,"It works perfectly on windows 8 :). And how it performs? It works for what it is, if agame supports an xbox 360 controller it will work. There might even be some mods or workaround a for games that don't support 360. As for the controller itself, hardware, it's great! Everything feels like it should on a 360 controller."
yes/no,B007LQG9A6,22-Aug-14,1408690800,is it compatable with pc games?,Y,"Yeah it is, that's the reason I got it, I use it with steam all the time. Might be a bit stiff untill you us just the sesitivy settings, works great after."
open-ended,B007LQG9A6,10-Nov-14,1415606400,how to make it work on xbox,,i tryed and it doesnt seem to i would recommend trying to get refund if thats what got it for
yes/no,B007LQG9A6,15-Feb-15,1423987200,Will this controller work with Grand Theft Auto IV for the PC? It's not on Rockstar Games list of supported manufactures for controllers.,N,No
yes/no,B007LQG9A6,22-Nov-14,1416643200,will this controller work for games on steam,Y,yes
open-ended,B007LQG9A6,6 days ago,,This controller is working for racing games while it is not working for any action game and online game. But why?,,"could be a compatibility issue - most PC games with controller compatibility are set up to take on-brand xbox controllers, which have a particular kind of input. a lot of off-brand usb controllers have a different kind of input. since the game is set up to only recognize one kind of input, it wont recognize the off-brand controller as a controller at all. x360ce is a controller emulator program you can use to solve this problem. it switches the input so that the game recognizes the controller as a controller. i used it and it worked - you can find the program and tutorials on how to use it with google. it could also be because the controller isnt very good and just doesnt work."
yes/no,B007LQG9A6,12 days ago,,does it work on a xbox 360?,?,Mine did not work at all! It was plugged into an xbox 360..
yes/no,B007MJSZDQ,27-Aug-14,1409122800,is it good and last along time,Y,"The length of time the batteries holds a charge sucks. If you basically play alone they should be fine. If yuo rutinly play with others, you probobly wont be satisfied"
open-ended,B007MJSZDQ,23-Aug-14,1408777200,Does this also charge fully or is it like the charging cable where it says it is done charging and about 5 minutes later it dies on you?,,It full charges it
open-ended,B007MJSZDQ,3-Jun-14,1401778800,dose it come with the battery packs?,,"yes, 2 of them."
open-ended,B007MJSZDQ,23-Aug-14,1408777200,. 1.Does this work for any Batter pack or is it just the 2 given to you?,,"Hi, it works with any battery I have the original batteries and the 2 I received with the charger and they all fit in."
open-ended,B007MJSZDQ,30-Jun-14,1404111600,"When I put these (fully charged) power packs into my 360 controller, all 4 green lights around the xbox button light up and blink. The console will not register that a controller is even active. Anyone know why?",,try reconnecting your controller to your xbox 360 here is a video if you need help http://www.youtube.com/watch?v=GpV-b1de2lM
